round,phase,sel_overhead_s
1,warmup,0.0000
2,warmup,0.0000
3,warmup,0.0000
4,warmup,0.0000
5,warmup,0.0000
6,warmup,0.0000
7,warmup,0.0000
8,warmup,0.0000
9,warmup,0.0000
10,warmup,0.0000
11,warmup,0.0000
12,warmup,0.0000
13,warmup,0.0000
14,warmup,0.0000
15,warmup,0.0000
16,warmup,0.0000
17,warmup,0.0000
18,warmup,0.0000
19,warmup,0.0000
20,warmup,0.0000
21,phase2,0.5434
22,phase2,0.0290
23,phase2,0.0281
24,phase2,0.0277
25,phase2,0.0282
26,phase2,0.0297
27,phase2,0.0275
28,phase2,0.0285
29,phase2,0.0289
30,phase2,0.0270
31,phase2,0.0285
32,phase2,0.0280
33,phase2,0.0295
34,phase2,0.0301
35,phase2,0.0281
36,phase2,0.0270
37,phase2,0.0275
38,phase2,0.0293
39,phase2,0.0276
40,phase2,0.0270
41,phase2,0.0275
42,phase2,0.0300
43,phase2,0.0331
44,phase2,0.0275
45,phase2,0.0280
46,phase2,0.0285
47,phase2,0.0280
48,phase2,0.0270
49,phase2,0.0279
50,phase2,0.0271
