Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadData,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_FileIO_android.content.ContextWrapper_deleteFile,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getIpAddress,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_Network_java.net.URL_openConnection,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexFile_loadDex,API_DexClassLoader_dalvik.system.DexFile_loadClass,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_SMS_android.telephony.SmsManager_sendTextMessage,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_delete,API_DeviceData_android.accounts.AccountManager_getAccountsByType,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_verbose,Logcat_info,Logcat_debug,Logcat_error,Logcat_warning,Logcat_total,Process_total,Category,Family
0.3840965038670035,0.49289861545332736,0.4879751745539176,0.2674271229404309,0.4841793211930546,0.4927449128530952,0.5809315142753886,0.5977615281301298,0.49088781140277543,0.006161971830985916,0.0196078431372549,0.0,0.07142857142857142,0.75,0.2978723404255319,0.4347826086956521,0.36363636363636365,0.46153846153846156,0.75,0.0,0.2,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07857142857142857,0.07894736842105263,0.0,0.0,0.0,0.0,0.1023391812865497,0.1023391812865497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.041666666666666664,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0425531914893617,0.0,0.0,0.3866062417574736,0.37618636755823986,0.23455609989246026,0.40398162327718223,0.20000000000000007,0.0,0.1056943056943057,0.4088990825688073,0.24269690619992607,0.032482800661847944,0.1636260623229462,0.3174713174713174,0.6000000000000014,FileInfector,tachi
0.618080906629795,0.5872264403751675,0.6206361520558574,0.5065071563263162,0.4682073930667311,0.5935434017343522,0.669836465486086,0.6808834502313087,0.5871091790670456,0.006161971830985916,0.0196078431372549,0.0,0.07142857142857142,0.75,0.22340425531914893,0.4347826086956521,0.4090909090909091,0.5076923076923078,0.75,0.0,0.2,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06428571428571428,0.06390977443609022,0.0,0.0,0.0,0.0,0.2894736842105263,0.2894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.06382978723404256,0.0,0.0,0.7893452102690722,0.9764883520276101,1.0,1.0,0.20000000000000007,0.0,0.25094905094905096,0.10623853211009174,0.13287316652286454,0.1585822520247322,0.09722379603399432,0.17317317317317316,0.5,FileInfector,tachi
0.49805196063862095,0.9577489950870924,0.48487199379363854,0.18952672416458005,0.708935809788856,0.9563836180990812,0.4715621611853994,0.5571407252648858,0.199882962715265,0.0272887323943662,0.0392156862745098,0.0714285714285714,0.07142857142857142,0.75,0.40425531914893614,0.4347826086956521,0.36363636363636365,0.46153846153846156,0.75,0.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.611111111111111,0.0,0.0,0.0,0.0,0.20000000000000007,0.0,0.5843156843156844,0.30137614678899083,0.06520399359053372,0.08499521031089435,0.16951841359773373,0.5356895356895356,0.3000000000000007,FileInfector,tachi
0.16828087949292825,0.14238499330058063,0.8339798293250582,0.11561408389749295,0.6956258696835863,0.1370309951060359,0.26705366823274307,0.2751231159528429,0.23290419662263834,0.022887323943661973,0.0196078431372549,0.14285714285714285,0.14285714285714285,0.25,0.07446808510638298,0.13043478260869557,0.13636363636363635,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,0.10666666666666667,0.07633587786259542,0.0029239766081871343,0.005847953216374269,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08510638297872339,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.4,0.0,0.08911088911088912,0.15,0.026007642055959568,0.17835060524253243,0.0988101983002833,0.03696003696003691,0.10000000000000142,FileInfector,gudex
0.1899128389685406,0.024028584189370254,0.5050426687354537,0.2068997496058611,0.5228991469538388,0.0232677942817893,0.4707490061438381,0.5016564691837039,0.35228222705233236,0.5827464788732395,0.5490196078431373,0.9285714285714285,0.9285714285714285,0.25,0.776595744680851,0.6521739130434783,0.18181818181818182,0.2153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024999999999999998,0.09774436090225563,0.18181818181818182,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23404255319148937,0.0,0.0,0.0,0.0,0.0,0.0,0.20000000000000007,0.0,0.004695304695304693,0.27357798165137615,0.2678417354862566,0.11582339109988679,0.1291784702549575,0.19203819203819195,0.6000000000000014,FileInfector,commplat
0.15765873451744833,0.10736936132201876,0.52133436772692,0.11437756963120965,0.646318591566338,0.12569760453335624,0.25564691001084205,0.28106252798089837,0.17405116201304127,0.040492957746478875,0.0392156862745098,0.0714285714285714,0.07142857142857142,0.25,0.08510638297872342,0.08695652173913038,0.045454545454545456,0.06153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08571428571428572,0.18045112781954886,0.18181818181818182,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4680851063829787,0.0,0.9444444444444444,0.0,0.0,0.0,0.0,0.20000000000000007,0.0,0.25354645354645355,0.39073394495412844,0.08578824109453964,0.8069319864147,0.14402266288951843,0.9896049896049895,0.40000000000000213,FileInfector,commplat
0.44760969432257974,0.8824475212148281,0.7370054305663305,0.16266345172957436,0.7739125173936717,0.8822014252597234,0.4195428261655223,0.5087001940008954,0.14303628155826786,0.0272887323943662,0.0392156862745098,0.0714285714285714,0.07142857142857142,0.75,0.3191489361702128,0.5217391304347825,0.36363636363636365,0.49230769230769234,1.0,0.0,0.2,0.0,0.0,0.41666666666666663,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6357142857142857,0.6353383458646616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.375,0.0,0.0,0.0,0.6428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.5531914893617021,0.0,0.4444444444444444,0.02086910425959826,0.03451251078515962,0.06682964479594901,0.06462480857580398,0.20000000000000007,0.0,0.10399600399600399,0.41853211009174307,0.07358560335264391,0.22171906296264043,0.18640226628895185,0.40140140140140124,0.3000000000000007,FileInfector,tachi
0.1615031239702528,0.08012505582849487,0.5430566330488751,0.11604686389069213,0.7033698348357432,0.09392976732205717,0.25555655945066863,0.28282345918519625,0.16878448419996656,0.040492957746478875,0.0392156862745098,0.0714285714285714,0.07142857142857142,0.25,0.07446808510638298,0.08695652173913038,0.045454545454545456,0.06153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06428571428571428,0.13533834586466165,0.18181818181818182,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3404255319148936,0.0,0.7777777777777777,0.0,0.0,0.0,0.0,0.20000000000000007,0.0,0.04565434565434566,0.658256880733945,0.1508689757179835,0.2450579116955499,0.2056657223796034,0.6396396396396397,0.5,FileInfector,commplat
0.17781108864063677,0.076462706565431,0.5896043444530643,0.12853565798015393,0.6403896182467178,0.0932428951661372,0.35001807011203473,0.4100582002686166,0.16201304129744187,0.05985915492957747,0.058823529411764705,0.0714285714285714,0.07142857142857142,0.25,0.10638297872340427,0.17391304347826098,0.045454545454545456,0.03076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060714285714285714,0.12781954887218044,0.18181818181818182,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3191489361702127,0.0,0.611111111111111,0.0,0.0,0.0,0.0,0.20000000000000007,0.0,0.3245754245754246,0.3135779816513761,0.05472698138789597,0.10929199686493077,0.2090651558073654,0.38754138754138745,0.40000000000000213,FileInfector,commplat
0.43933941112999203,0.8503796337650738,0.48021722265321953,0.14952548765031376,0.8911004900477947,0.8535245127500644,0.46471810625225873,0.5211162513057752,0.2754556094298612,0.0272887323943662,0.0196078431372549,0.0714285714285714,0.07142857142857142,0.75,0.2872340425531915,0.4782608695652173,0.36363636363636365,0.46153846153846156,0.75,0.0,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8285714285714285,0.8270676691729323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.7446808510638299,0.0,0.611111111111111,0.0,0.0,0.0,0.0,0.20000000000000007,0.0,0.13096903096903095,0.4188990825688073,0.2264267225440651,0.016720369241487412,0.10674220963172805,0.2825902825902825,0.5,FileInfector,tachi
