Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Process_android.app.ActivityManager_killBackgroundProcesses,API_Process_android.os.Process_killProcess,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_WebView_android.webkit.WebView_evaluateJavascript,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_FileIO_android.content.ContextWrapper_deleteFile,API_Database_android.content.ContextWrapper_openOrCreateDatabase,API_Database_android.content.ContextWrapper_deleteDatabase,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_deleteDatabase,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_stopService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getBSSID,API_DeviceInfo_android.net.wifi.WifiInfo_getIpAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getNetworkId,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceSoftwareVersion,API_Network_java.net.URL_openConnection,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_SystemManager_android.content.BroadcastReceiver_abortBroadcast,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_insert,API_DeviceData_android.accounts.AccountManager_getAccounts,API_DeviceData_android.media.AudioRecord_startRecording,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_info,Logcat_error,Logcat_debug,Logcat_verbose,Logcat_warning,Logcat_total,Process_total,Category,Family
0.09025277859742303,0.045788526105785606,0.3626220362622036,0.08993117010816126,0.32421223825980894,0.08768692950087395,0.13361083213339303,0.16674771614158185,0.052243505641563895,0.014382402707275803,0.015,0.02898550724637681,0.009852216748768473,0.0,0.027160493827160497,0.043478260869565216,0.035211267605633804,0.09473684210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44776119402985076,0.0,0.0,0.0,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.14906832298136646,0.0,0.3,0.0,0.0,0.0,0.0,0.20000000000000007,0.1,0.3370401401477645,0.04486637622732297,0.19457812975936642,0.0008433226914041324,0.10048426150121065,0.3023842766620127,0.4285714285714288,Trojan_Dropper,locker
0.09816071604209697,0.04666439589314388,0.4937238493723849,0.0984464110127827,0.3825167717015654,0.07516022528646339,0.148457824619145,0.1876584806697002,0.052847021779060616,0.03637901861252115,0.01,0.024154589371980673,0.0049261083743842365,0.0,0.0345679012345679,0.043478260869565216,0.02112676056338028,0.06315789473684211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16417910447761194,0.0,0.0,0.0,0.0,0.006349206349206349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.09166666666666666,0.0,0.0,0.0,0.10248447204968944,0.0,0.36666666666666664,0.0,0.0,0.0,0.0,0.0,0.1,0.0017518470561352735,0.05195396319656674,0.12153518123667376,0.447141738449491,0.18919216376843495,0.4918913113521641,0.5,Trojan_Dropper,locker
0.09381331759614439,0.05031385334047005,0.35983263598326365,0.10591937069813176,0.26887578776174015,0.055447659739755295,0.1725251987464153,0.2024210636006808,0.08273419050118079,0.04145516074450085,0.015,0.02898550724637681,0.009852216748768473,0.0,0.019753086419753086,0.04782608695652174,0.02112676056338028,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07462686567164178,0.0,0.0,0.0,0.0,0.0031746031746031746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040372670807453416,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.1,0.22271307791911038,0.073541842772612,0.03752665245202559,0.09288597072465514,0.0007153863086066473,0.0917194715927398,0.2857142857142865,Trojan_Dropper,locker
0.09716927313858562,0.0695829886623522,0.3565783356578335,0.09087512291052113,0.307135596665989,0.11953777432511167,0.13450624977312053,0.16353468338601546,0.05903962214641825,0.02030456852791878,0.03,0.024154589371980673,0.0049261083743842365,0.0,0.03209876543209876,0.043478260869565216,0.02112676056338028,0.06315789473684211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2537313432835821,0.0,0.0,0.0,0.0,0.05396825396825397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.07763975155279502,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.20000000000000007,0.1,0.18851397669281744,0.2061902594446973,0.0419128845568078,0.0008433226914041324,0.08287475236627778,0.17914294919987112,0.5714285714285712,Trojan_Dropper,locker
0.1841408478410544,0.17702301591163447,0.41748024174802423,0.15939036381514257,0.4115470624110592,0.21033210332103322,0.34256984862601797,0.41838896800861436,0.1251902387824718,0.1404399323181049,0.045,0.024154589371980673,0.009852216748768473,0.05555555555555555,0.1037037037037037,0.06956521739130436,0.23239436619718312,0.2368421052631579,0.5,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.04,0.0,0.045454545454545456,0.0,0.002702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0798611111111111,0.09057971014492754,0.0,0.006349206349206349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10833333333333334,0.0,0.0,0.0,0.015527950310559004,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.11105186990631427,0.0023408544118603287,0.029485226926591532,0.06385157520631286,0.36814880035219016,0.27977660831274836,0.5,Trojan_Dropper,ramnit
0.07140356053899871,0.06461972653398862,0.3658763365876335,0.07404129793510325,0.26082537101036796,0.0888522043115168,0.05714942584368912,0.06403487443120635,0.04161637365520861,0.016074450084602367,0.005,0.01932367149758454,0.0049261083743842365,0.0,0.019753086419753086,0.017391304347826084,0.01408450704225352,0.04210526315789473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06832298136645962,0.0,0.23333333333333334,0.0,0.0,0.0,0.0,0.4,0.1,0.0016756797928250437,0.18219650172312893,0.09911666159000913,0.03511836636347208,0.35851860004402375,0.37756417141016,0.5,Trojan_Dropper,locker
0.1346552572046818,0.0332343924869836,0.33286843328684335,0.1729990167158309,0.3596259402317544,0.03340454457176151,0.3020461503091611,0.4095661537392754,0.050642875885594324,0.05752961082910321,0.035,0.02898550724637681,0.009852216748768473,0.0,0.037037037037037035,0.052173913043478265,0.08450704225352113,0.09473684210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029850746268656716,0.0,0.0,0.0,0.0,0.0,0.0013774104683195593,0.008718395815170008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.0,0.0,0.0,0.012422360248447204,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.1,0.08149897174194531,0.031861629494765585,0.14748705452330185,0.0004216613457020662,0.11248073959938365,0.08130168617763939,0.2857142857142865,Trojan_Dropper,locker
0.3237887282384184,0.5188555301445185,0.4165504416550442,0.18143559488692235,0.5754828217117302,0.5488929889298894,0.3944314702999649,0.5041856264545487,0.10802938861191289,0.023688663282571912,0.02,0.03864734299516908,0.019704433497536946,0.05555555555555555,0.10617283950617283,0.07826086956521738,0.07042253521126761,0.2,0.75,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.032432432432432434,0.0,0.0,0.0,0.23076923076923078,1.0,0.017543859649122806,1.0,0.1909814323607427,0.0,0.0,0.011811023622047244,0.0,0.013636363636363636,0.02158273381294964,0.5357142857142857,0.45323741007194246,0.0,0.0,0.11811023622047244,0.1111111111111111,0.043478260869565216,0.582089552238806,0.0,0.5277777777777778,0.6159420289855072,0.10526315789473684,0.0,0.008953168044077135,0.011333914559721011,0.0,0.0,0.0501930501930502,0.25193798449612403,0.0,0.09523809523809523,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3968253968253968,0.0,0.06060606060606061,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9916666666666667,0.0,0.0,0.0,0.14596273291925466,0.11764705882352941,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.09155305049889559,0.0009103322712790164,0.19878160219311605,0.17004999698813325,0.44100814439797487,0.5798517882074965,0.4285714285714288,Trojan_Dropper,ztorg
0.13454116258483328,0.10320665661038392,0.49465364946536494,0.13813176007866274,0.3265704411465745,0.10356379879588269,0.15139818254419612,0.18437597693563512,0.06418262923117292,0.02284263959390863,0.01,0.01932367149758454,0.0049261083743842365,0.05555555555555555,0.029629629629629627,0.03478260869565217,0.08450704225352113,0.1473684210526316,0.0,0.2,0.0,0.0,0.0,0.19123505976095617,0.250996015936255,0.0,0.0,0.0,0.0,0.10810810810810811,0.925,0.6704545454545455,0.7222222222222222,0.0,0.0,0.24561403508771928,0.0,0.4960212201591512,0.0,0.0,0.49606299212598426,0.0,0.0,0.0,0.5535714285714285,0.4460431654676259,0.0,0.0,0.49606299212598426,0.0,0.0,0.208955223880597,0.0,0.09722222222222221,0.2028985507246377,0.2631578947368421,0.0,0.15013774104683197,0.1900610287707062,0.052495275425211735,0.02935740688086437,0.7374517374517374,0.5775193798449613,0.39365079365079364,0.6349206349206349,0.325,0.0,0.23326133909287258,0.0,0.0,0.0,0.0,0.0,0.6349206349206349,0.0,0.33636363636363636,0.0392156862745098,0.4878048780487805,0.5,0.8055555555555555,0.2604698672114403,0.3529411764705882,0.0,0.0,0.0,0.0,0.0,0.1814516129032258,0.0,0.0,0.0,0.0,0.6180124223602484,0.0,0.5,0.003342461343306791,0.022066246056782337,0.2556214401343006,0.04134600875207484,0.0,0.1,0.07167339477492575,0.23122439690487026,0.19707584526347852,0.44304559966267093,0.0011005943209333041,0.5686285039200945,0.2857142857142865,Trojan_Dropper,ztorg
0.11200157371889446,0.02457301347866284,0.34123663412366334,0.14674532940019666,0.34124822118316733,0.02481064284327054,0.2510678460365669,0.32515891486331583,0.0676200472316977,0.06345177664974619,0.03,0.02898550724637681,0.009852216748768473,0.0,0.046913580246913576,0.052173913043478265,0.07746478873239436,0.08421052631578947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029850746268656716,0.0,0.0,0.0,0.0,0.0,0.0013774104683195593,0.008718395815170008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.0,0.0,0.0,0.012422360248447204,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.1,0.004036864955442151,0.09220365433383185,0.1535790435577216,0.028432022167339317,0.09872331058771736,0.09343786918698316,0.35714285714285765,Trojan_Dropper,locker
