Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Process_android.app.ActivityManager_killBackgroundProcesses,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_addJavascriptInterface,API_WebView_android.webkit.WebView_setWebContentsDebuggingEnabled,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_FileIO_android.content.ContextWrapper_deleteFile,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_stopService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_DeviceInfo_android.os.Debug_isDebuggerConnected,API_Network_java.net.URL_openConnection,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResources,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_SystemManager_android.content.BroadcastReceiver_abortBroadcast,API_SMS_android.telephony.SmsManager_sendTextMessage,API_SMS_android.telephony.SmsManager_sendMultipartTextMessage,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_delete,API_DeviceData_android.accounts.AccountManager_getAccounts,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_error,Logcat_verbose,Logcat_info,Logcat_debug,Logcat_warning,Logcat_total,Process_total,Category,Family
0.44714101313468724,0.029008932369204595,1.0,0.4249177713545301,0.46770450589827894,0.02811376266753841,0.19723771113035946,0.18517706779409374,0.26958063521430775,1.0,1.0,0.016194331983805668,0.0,0.0,0.4957264957264958,0.125,0.017857142857142856,0.07017543859649122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15083798882681565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07356948228882834,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.2,0.05552510414382811,0.0006266786034019693,0.43078039095907145,0.18301771533292607,0.049582455438844715,0.20549608049608048,0.4666666666666668,Ransomware,congur
0.12948456452550575,0.06159081242024671,0.5296824666359871,0.10838233828366392,0.26136143879327023,0.05933311539718862,0.024415331312256386,0.00905665179612989,0.22116867098365708,0.0,0.0,0.012145748987854251,0.0,0.0,0.0,0.07499999999999996,0.125,0.043859649122807015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2098092643051771,0.0,0.8387096774193548,0.0,0.0,0.0,0.0,0.0,0.0,0.1866915150186363,0.10152193375111908,0.002099877825290165,0.445815516188149,0.03763283761130677,0.16080203580203578,0.6666666666666661,Ransomware,lockscreen
0.3873944446086691,0.5624840493407061,0.40312931431201104,0.2302601415329413,0.4666408818410366,0.5666067342268715,0.16126434603724554,0.12914036042787552,0.4707832254085723,0.009345794392523366,0.1111111111111111,0.02834008097165992,0.125,0.047619047619047616,0.4017094017094018,0.925,0.08928571428571429,0.3684210526315789,0.75,0.0,0.42857142857142855,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0003287310979618672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003663003663003663,0.0335195530726257,0.0,0.041152263374485604,0.022222222222222223,0.13333333333333333,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.04081632653061224,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0034522439585730723,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1232876712328767,0.08771929824561403,0.0,0.0,0.021798365122615803,0.0,0.03225806451612903,0.0002936992345687789,0.003909304143862392,0.028207483249265978,0.029738126941855302,0.4,0.4,0.12228677921508442,0.001387645478961504,0.08628588882101405,0.027550397067806966,0.023376343755286595,0.02945477945477945,0.6666666666666661,Ransomware,smsspy
0.17518992580330486,0.13373032752020417,0.45190980211688914,0.12243596132761886,0.2850029007928834,0.177263811703171,0.06676320918146383,0.05906266128405082,0.15834104224483503,0.006576670128071998,0.037037037037037035,0.016194331983805668,0.041666666666666664,0.0,0.06837606837606838,0.09999999999999998,0.026785714285714284,0.08771929824561403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05994550408719346,0.0,0.22580645161290322,0.0,0.0,0.0,0.0,0.0,0.2,0.11428414821311117,0.03173679498657117,0.1115226023213195,0.001527183872938302,0.1594820294357381,0.17010354510354508,0.2666666666666657,Ransomware,slocker
0.20807591120044933,0.010123351765206295,0.34790612057063963,0.20213296122794777,0.3208276929027267,0.012013729977116706,0.1003410567345171,0.08088770741570808,0.30288313290163427,0.049844236760124616,0.037037037037037035,0.06477732793522267,0.5,0.0,0.08547008547008547,0.42500000000000004,0.053571428571428575,0.17543859649122806,0.0,0.0,0.0,0.4307692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46886446886446886,0.0670391061452514,0.0,0.0,0.0,0.17777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03814713896457766,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.2,0.09723744792808595,0.1125335720680394,0.10835369578497252,0.037874160048869884,0.001153438014241115,0.04887679887679888,0.40000000000000036,Ransomware,jisut
0.21122902440706692,0.12794555508294342,0.3331799355729407,0.15989235522774845,0.356942564300909,0.17415822164105918,0.12206988956258119,0.11644266595024144,0.1627351218008017,0.006576670128071998,0.037037037037037035,0.016194331983805668,0.041666666666666664,0.0,0.05982905982905983,0.09999999999999998,0.017857142857142856,0.07017543859649122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05994550408719346,0.0,0.22580645161290322,0.0,0.0,0.0,0.0,0.0,0.0,0.16290287217715416,0.27945389435989254,0.0014126450824679289,0.03378130726939523,0.02865140027374929,0.10513923013923014,0.40000000000000036,Ransomware,slocker
0.15848335254761695,0.06695023394300298,0.45835250805338246,0.12151898734177216,0.3704312512086637,0.10951291271657405,0.03204850584668688,0.02618015737788367,0.12141535615171137,0.006576670128071998,0.037037037037037035,0.016194331983805668,0.041666666666666664,0.0,0.06837606837606838,0.07499999999999996,0.017857142857142856,0.07017543859649122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051771117166212535,0.0,0.1935483870967742,0.0,0.0,0.0,0.0,0.0,0.0,0.034038588028941025,0.12041181736794987,0.442425167990226,0.11765424557116677,0.0006151669409285945,0.18114543114543114,0.40000000000000036,Ransomware,slocker
0.33175677673002457,0.05274351339855381,0.344224574321215,0.3090002990132563,0.3385708760394508,0.06652500817260543,0.1960670203551321,0.1724723033306703,0.3947733580018501,0.11595707857390102,0.07407407407407407,0.07692307692307693,0.625,0.0,0.3760683760683761,0.6000000000000001,0.13392857142857142,0.3508771929824561,0.0,0.0,0.0,0.4346153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4725274725274725,0.08379888268156425,0.0,0.0,0.0,0.17777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14035087719298245,0.0,0.0,0.04632152588555858,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.2,0.018197763648322735,0.0950313339301701,0.11098808796579109,0.09413561392791693,0.008566199652430679,0.0435971685971686,0.40000000000000036,Ransomware,jisut
0.20514942800555735,0.11552530837941302,0.3115508513575701,0.145440047842121,0.4108489653838716,0.19156587119973847,0.07510691857947163,0.07931817057047716,0.03253160653715696,0.01073035652474905,0.07407407407407407,0.020242914979757085,0.041666666666666664,0.0,0.10256410256410259,0.19999999999999996,0.03571428571428571,0.14035087719298245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0111731843575419,0.0,0.0,0.0,0.044444444444444446,0.0,0.0044444444444444444,0.0045045045045045045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008771929824561403,0.0,0.0,0.03542234332425068,0.0,0.12903225806451613,0.0,0.0,0.0,0.0,0.0,0.2,0.31100635825476874,0.11660698299015221,0.06803604153940135,0.0018937080024434942,0.009596604278486076,0.09121621621621621,0.33333333333333215,Ransomware,congur
0.20946525170711522,0.031986388770735855,0.3147722043258169,0.1899730888069371,0.48496422355443825,0.030974174566851913,0.14609950194889562,0.1248276690963851,0.3450508788159111,0.024575977847005888,0.2222222222222222,0.024291497975708502,0.08333333333333333,0.0,0.16239316239316243,0.275,0.09821428571428571,0.12280701754385964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0111731843575419,0.0,0.0,0.0,0.0,0.0,0.0044444444444444444,0.015765765765765764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017543859649122806,0.0,0.0,0.010899182561307902,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.2,0.08567200175400132,0.02430617726051925,0.001030849114233354,0.07489309712889432,0.03401873183335127,0.015970515970515964,0.2666666666666657,Ransomware,lockscreen
