Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Process_android.app.ActivityManager_killBackgroundProcesses,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_addJavascriptInterface,API_WebView_android.webkit.WebView_setWebContentsDebuggingEnabled,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_FileIO_android.content.ContextWrapper_deleteFile,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_stopService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getBSSID,API_DeviceInfo_android.net.wifi.WifiInfo_getIpAddress,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_DeviceInfo_android.os.Debug_isDebuggerConnected,API_Network_java.net.URL_openConnection,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResources,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_SystemManager_android.content.BroadcastReceiver_abortBroadcast,API_SMS_android.telephony.SmsManager_sendTextMessage,API_SMS_android.telephony.SmsManager_sendMultipartTextMessage,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_insert,API_DeviceData_android.content.ContentResolver_delete,API_DeviceData_android.accounts.AccountManager_getAccounts,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_warning,Logcat_error,Logcat_debug,Logcat_verbose,Logcat_info,Logcat_total,Process_total,Category,Family
0.13973059110122574,0.056812062466343564,0.6833872707659117,0.11646683135506417,0.5278711484593838,0.05408613089182774,0.04696097481250113,0.038874020082379515,0.20379965457685661,0.0026455026455026454,0.038461538461538464,0.03333333333333333,0.04,0.0,0.044444444444444446,0.04201680672268909,0.013333333333333332,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.052336448598130844,0.05722070844686648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045238095238095244,0.0,0.6206896551724138,0.0,0.0,0.0,0.0,0.375,0.0,0.19759073842302877,0.05864197530864197,0.046067359832844136,0.07374591057797165,0.22852823965920022,0.1542409976224591,0.22222222222222143,Ransomware,smsspy
0.26324176511934677,0.05115778136779753,0.34466019417475735,0.2527966901648892,0.3278711484593837,0.04874533740250933,0.16424234720128814,0.15253497333105556,0.339186336595663,0.03439153439153439,0.3076923076923077,0.05,0.08,0.0,0.15555555555555556,0.092436974789916,0.08,0.046052631578947366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.0,0.0,0.0,0.03125,0.0,0.004672897196261682,0.03286384976525822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.01834862385321101,0.0,0.0,0.0,0.009523809523809525,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.25,0.2,0.151517521902378,0.009327846364883402,0.018423627348556456,0.07245092693565976,0.082554624158307,0.040197761017776446,0.16666666666666607,Ransomware,lockscreen
0.19904772908903592,0.14261353437443908,0.3797195253505934,0.14948484665903478,0.3570961718020541,0.16200406917599186,0.05963038964655178,0.05459699207207891,0.16618691230090193,0.00837742504409171,0.038461538461538464,0.03333333333333333,0.04,0.0,0.059259259259259255,0.04201680672268909,0.02,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008333333333333333,0.0,0.0,0.0,0.03125,0.0,0.004672897196261682,0.01643192488262911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.01834862385321101,0.0,0.0,0.0,0.01666666666666667,0.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.25,0.2,0.038563829787234036,0.16536351165980795,0.024758303898645175,0.28666848418756813,0.03552288030781915,0.08722898395553524,0.27777777777777857,Ransomware,slocker
0.3157177657740932,0.3048824268533477,0.4687162891046386,0.2400835492358057,0.46447245564892625,0.3129874533740251,0.18627611213007186,0.15045334041974326,0.7200153521397045,0.12962962962962962,0.038461538461538464,0.03333333333333333,0.0,0.016666666666666666,0.11851851851851852,0.07563025210084032,0.06,0.07456140350877193,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0010683760683760685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07083333333333333,0.0,0.041407867494824016,0.021479713603818618,0.0625,0.0,0.0,0.0,0.0,0.0,0.0012682308180088776,0.0,0.0,0.0,0.02702702702702703,0.0,0.0,0.0,0.0025031289111389237,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020066889632107024,0.0,0.0,0.0,0.030303030303030304,0.0761904761904762,0.0,0.10344827586206896,0.0,0.0,0.0,0.0,0.5,0.2,0.22215269086357947,0.03230452674897119,0.04435931877352702,0.07470010905125408,0.09990380651367323,0.09278707625450708,0.3888888888888893,Ransomware,koler
0.21890195172207944,0.16128163704900378,0.6591154261057175,0.14155168604767931,0.534360410830999,0.2453374025093252,0.07349229120889098,0.060886180867958675,0.29053924390711955,0.013668430335097001,0.07692307692307693,0.04166666666666667,0.04,0.0,0.0888888888888889,0.05882352941176472,0.026666666666666665,0.03508771929824561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.03125,0.0,0.02570093457943925,0.028169014084507043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.36231884057971014,0.0,0.0,0.11009174311926606,0.0,0.0,0.0,0.030952380952380953,0.0,0.3793103448275862,0.0,0.0,0.0,0.0,0.375,0.2,0.21433041301627037,0.06989026063100137,0.012619604331459464,0.18579607415485277,0.12615088635426686,0.10739871833225739,0.27777777777777857,Ransomware,jisut
0.17857246020971146,0.12232992281457548,0.46386192017259975,0.1277339278182804,0.6200746965452848,0.14174296371651407,0.06622841266094032,0.05864636916399345,0.20936480521972745,0.01675485008818342,0.038461538461538464,0.04166666666666667,0.08,0.0,0.059259259259259255,0.050420168067226906,0.013333333333333332,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008333333333333333,0.0,0.0,0.0,0.03125,0.0,0.004672897196261682,0.01643192488262911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.01834862385321101,0.0,0.0,0.0,0.011904761904761906,0.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.375,0.2,0.4845118898623279,0.06989026063100137,0.025703530504286684,0.17529989094874593,0.014394668132472175,0.12056179244540316,0.27777777777777857,Ransomware,slocker
0.21475682910155314,0.06085083467959074,0.33171521035598706,0.19632062019240426,0.438375350140056,0.05891827738216345,0.09343163782301561,0.07900714335427621,0.33179811936288617,0.051587301587301584,0.19230769230769232,0.05,0.08,0.0,0.11851851851851852,0.092436974789916,0.1,0.07236842105263157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.01834862385321101,0.0,0.0,0.0,0.011904761904761906,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.375,0.2,0.13673341677096368,0.11248285322359398,0.018506541963086414,0.2009269356597601,0.00597773807887866,0.055565177685755224,0.27777777777777857,Ransomware,slocker
0.21904638108167965,0.12816370490037696,0.3700107874865157,0.16314193328111506,0.461297852474323,0.16793828416412343,0.06624051912518689,0.06745376433890755,0.07599309153713298,0.01675485008818342,0.038461538461538464,0.04166666666666667,0.08,0.0,0.05185185185185185,0.050420168067226906,0.02,0.021929824561403508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008333333333333333,0.0,0.0,0.0,0.03125,0.0,0.004672897196261682,0.018779342723004695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.01834862385321101,0.0,0.0,0.0,0.02380952380952381,0.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.125,0.2,0.12015018773466833,0.05493827160493828,0.04948344195147837,0.03796346782988004,0.19626906692318263,0.11799530789941898,0.3333333333333339,Ransomware,<unknown>
0.12162877803133156,0.06955663256147909,0.5248112189859764,0.10353276696591754,0.37217553688141924,0.06586978636826044,0.01541152898590202,0.007029465545495384,0.18662444828247937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.006578947368421052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.08205569461827283,0.47167352537722906,0.04105931711523473,0.12486368593238824,0.08300123677339565,0.1661601927225205,0.22222222222222143,Ransomware,smsspy
0.19335239800880058,0.10761084185963023,0.377022653721683,0.14761703922395614,0.32684407096171797,0.1529331976941336,0.028565202389816045,0.02310043087903119,0.15141047783534828,0.00837742504409171,0.038461538461538464,0.03333333333333333,0.04,0.0,0.05185185185185185,0.025210084033613467,0.013333333333333332,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008333333333333333,0.0,0.0,0.0,0.03125,0.0,0.004672897196261682,0.018779342723004695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.01834862385321101,0.0,0.0,0.0,0.03333333333333334,0.0,0.13793103448275862,0.0,0.0,0.0,0.0,0.125,0.2,0.1268773466833542,0.031069958847736626,0.018622622423428353,0.17645856052344605,0.16857908478768724,0.10387177024452457,0.27777777777777857,Ransomware,slocker
