Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_WebView_android.webkit.WebView_evaluateJavascript,API_WebView_android.webkit.WebView_setWebContentsDebuggingEnabled,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_FileIO_android.content.ContextWrapper_deleteFile,API_Database_android.content.ContextWrapper_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_stopService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getBSSID,API_DeviceInfo_android.net.wifi.WifiInfo_getIpAddress,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceSoftwareVersion,API_DeviceInfo_android.os.Debug_isDebuggerConnected,API_Network_java.net.URL_openConnection,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResources,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android.telephony.TelephonyManager_listen,API_SystemManager_android.content.BroadcastReceiver_abortBroadcast,API_SMS_android.telephony.SmsManager_sendTextMessage,API_SMS_android.telephony.SmsManager_sendMultipartTextMessage,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_insert,API_DeviceData_android.content.ContentResolver_delete,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_debug,Logcat_verbose,Logcat_error,Logcat_info,Logcat_warning,Logcat_total,Process_total,Category,Family
0.10266254084448498,0.01608829856888972,0.6322147651006711,0.12898561949758605,0.20950386068670934,0.014862179210230711,0.017487569830813163,0.017847622094263174,0.04352416705771939,0.0,0.0,0.10344827586206896,0.0,0.0,0.011627906976744186,0.01785714285714285,0.016260162601626015,0.0851063829787234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04482225656877898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1638418079096045,0.0,0.025,0.0,0.0,0.0,0.0,0.25,0.0,0.22537094822645354,0.0007858546168958746,0.02143731421577199,0.3798224374495561,0.09950181769220412,0.17324973876698016,0.4615384615384617,Trojan_Spy,smsthief
0.0889745869366925,0.0167430549059957,0.6174496644295302,0.11261714816822865,0.23254476753737474,0.015467035340879634,0.017339659350786768,0.021113243761996164,0.028390427029563584,0.0,0.0,0.10344827586206896,0.0,0.0,0.011627906976744186,0.01785714285714285,0.016260162601626015,0.06382978723404255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03863987635239567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14124293785310735,0.0,0.05,0.0,0.0,0.0,0.0,0.25,0.0,0.2014901611157104,0.0011132940406024883,0.10319986011540479,0.14439063761097662,0.06590817288272519,0.13001940588147484,0.3076923076923084,Trojan_Spy,smsthief
0.6249927836598967,0.015340005612197177,0.5416107382550335,0.6988356182066972,0.4303433546903237,0.014343731098245919,0.806851668543992,0.7605832800170611,0.8444978883153449,0.023972602739726026,0.029411764705882353,0.1724137931034483,0.038461538461538464,0.0,0.10465116279069768,0.0714285714285714,0.0813008130081301,0.425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43902439024390244,0.0,0.0,0.21951219512195122,0.0,0.6923076923076923,0.6923076923076923,0.0,0.631578947368421,0.0,0.0,0.21951219512195122,0.0,0.0,0.5161290322580645,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2711864406779661,0.0,0.025,0.0,0.0,0.0,0.0,0.375,0.25,0.19951601604788893,0.0035363457760314333,0.023535583143906275,0.15907990314769976,0.20479332166419817,0.129213315420212,0.384615384615385,Trojan_Spy,sandr
0.3476255354524356,0.42503039940136567,0.1476510067114094,0.12562930834172412,0.7984639395432889,0.5270025058325414,0.264896291998043,0.27636489656643204,0.181370248709526,0.1324200913242009,0.11764705882352941,0.1724137931034483,0.11538461538461539,0.5,0.4069767441860465,0.15178571428571425,0.11382113821138212,0.5212765957446809,0.75,0.0,0.1,0.0,0.0,0.08695652173913043,0.3333333333333333,0.125,0.0,0.0,0.0163265306122449,0.14285714285714285,0.45161290322580644,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.012195121951219513,0.0,0.038461538461538464,0.038461538461538464,0.0,0.03508771929824561,0.14285714285714285,0.14285714285714285,0.012195121951219513,0.0,0.0,0.12903225806451613,0.0,0.07957559681697612,0.07913669064748201,0.2727272727272727,0.045454545454545456,0.00336417157275021,0.00909090909090909,0.07790549169859515,0.040330920372285424,0.15384615384615385,0.13402061855670103,0.023255813953488372,0.23076923076923078,0.0,0.0,0.1764705882352941,0.0,0.0,0.0,0.005016722408026756,0.05813953488372093,0.0,0.0,0.04225352112676056,0.42857142857142855,0.005284015852047556,0.0,0.07500000000000001,0.125,0.0,0.11764705882352941,0.11764705882352941,0.0,0.23529411764705882,0.0,0.0,0.0,0.0,0.06586169045005488,0.0,0.0,0.06779661016949153,0.0,0.05,0.0013298050120080077,0.00865530472026412,0.04700651281563076,0.028252901649358585,0.5,0.0,0.051964592752977136,0.1406679764243615,0.0013988459520895263,0.13228410008071026,0.20263901979264842,0.09278996865203765,0.4615384615384617,Trojan_Spy,smforw
0.026111605029500412,0.026096716864652512,0.6080536912751677,0.03808122272997186,0.2967389518646295,0.024280653244621104,0.01777201306163316,0.019460439326082324,0.03789300797747537,0.005707762557077625,0.029411764705882353,0.13793103448275862,0.038461538461538464,0.0,0.058139534883720936,0.0357142857142857,0.024390243902439025,0.1382978723404255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1807909604519774,0.0,0.025,0.0,0.0,0.0,0.0,0.25,0.0,0.3966121123352226,0.19240340537000655,0.029970274523518095,0.14665052461662634,0.007876666217853778,0.2212867592177937,0.9230769230769234,Trojan_Spy,smsthief
0.1032340749806602,0.024038911233748014,0.6308724832214765,0.12188573051403198,0.2567767373090192,0.022206860796681934,0.017305526163088364,0.01774098955001066,0.043054903801032385,0.0,0.0,0.10344827586206896,0.0,0.0,0.011627906976744186,0.01785714285714285,0.016260162601626015,0.0851063829787234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04173106646058733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15254237288135594,0.0,0.025,0.0,0.0,0.0,0.0,0.25,0.0,0.003438833343947017,0.038179436804191225,0.18027627207553767,0.1563357546408394,0.21724787935909518,0.19140170174652935,0.5384615384615383,Trojan_Spy,smsthief
0.049827385144730924,0.05022916471798709,0.5973154362416107,0.05075775178788114,0.31012814194184324,0.046573922059967174,0.04067538200725898,0.028937406696523782,0.11426560300328485,0.0,0.0,0.10344827586206896,0.0,0.0,0.011627906976744186,0.01785714285714285,0.016260162601626015,0.0851063829787234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3181818181818182,0.0,0.0,0.0,0.0,0.0,0.21153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1864406779661017,0.0,0.05,0.0,0.0,0.0,0.0,0.25,0.0,0.33522256893587216,0.04426981008513425,0.11886693477880747,0.005569007263922519,0.11525515012791167,0.19629795491864457,0.4615384615384617,Trojan_Spy,smsthief
0.10087288849888579,0.01767842110186138,0.6322147651006711,0.12704928613843494,0.21192705766387376,0.016331115527520954,0.017362414809252366,0.021273192578374914,0.02780384795870483,0.0,0.0,0.10344827586206896,0.0,0.0,0.011627906976744186,0.01785714285714285,0.016260162601626015,0.0851063829787234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04327666151468315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1581920903954802,0.0,0.025,0.0,0.0,0.0,0.0,0.25,0.0,0.11411832133987136,0.2338572364112639,0.0011540479104738596,0.3246166263115416,0.04651945603877743,0.16611434542469025,0.3076923076923084,Trojan_Spy,smsthief
0.5060270872542114,0.5479375175381163,0.38993288590604025,0.41336844551157925,0.1488828651223919,0.5270889138512055,0.42953203399665496,0.450682448283216,0.2630220553730643,0.06963470319634703,0.14705882352941177,0.1724137931034483,0.038461538461538464,0.5,0.2674418604651163,0.0982142857142857,0.07317073170731708,0.3829787234042553,0.5,0.0,0.30000000000000004,0.0,0.0,0.2608695652173913,0.0,0.025,0.0,1.0,0.004081632653061225,0.0,0.0,0.0,0.0,0.0,0.18292682926829268,0.0,0.0,0.12195121951219512,0.0,0.38461538461538464,0.19230769230769232,0.0,0.17543859649122806,0.0,0.0,0.06097560975609756,0.0,0.0,0.06451612903225806,0.0,0.04907161803713528,0.05635491606714628,0.2272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046511627906976744,0.0,1.0,0.0,0.0,0.0,0.018518518518518517,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024149286498353458,0.0,0.0,0.0903954802259887,0.0,0.025,9.76490491794241e-05,0.000446149727848666,0.00358680860834066,0.0009163103237629811,0.375,0.25,0.1730879449786665,0.05304518664047151,0.0009791921664626686,0.13995157384987894,0.24141645348054394,0.12930288102701895,0.5384615384615383,Trojan_Spy,sandr
0.26973524691429296,0.27284631933401926,0.14161073825503356,0.1181163349082178,0.6793576474453753,0.3006134969325154,0.2518232811095562,0.2644886969503092,0.16623650868137024,0.05251141552511415,0.058823529411764705,0.1724137931034483,0.11538461538461539,0.5,0.3604651162790698,0.15178571428571425,0.11382113821138212,0.5425531914893617,0.75,0.0,0.1,0.0,0.0,0.014492753623188406,0.08333333333333333,0.025,0.0,0.0,0.004081632653061225,0.07142857142857142,0.25806451612903225,0.0,0.0,0.0,0.012195121951219513,0.0,0.0,0.006097560975609756,0.0,0.019230769230769232,0.019230769230769232,0.0,0.017543859649122806,0.07142857142857142,0.07142857142857142,0.006097560975609756,0.0,0.0,0.06451612903225806,0.0,0.03580901856763925,0.03717026378896882,0.2727272727272727,0.022727272727272728,0.001682085786375105,0.004545454545454545,0.01277139208173691,0.010341261633919338,0.08333333333333333,0.07216494845360824,0.011627906976744186,0.11538461538461539,0.0,0.0,0.08823529411764705,0.0,0.0,0.0,0.0033444816053511705,0.011627906976744186,0.0,0.0,0.028169014084507043,0.2857142857142857,0.002642007926023778,0.0,0.037500000000000006,0.0625,0.0,0.029411764705882353,0.029411764705882353,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.021953896816684963,0.0,0.0,0.03389830508474576,0.0,0.025,0.0002392642898736489,0.0028553582582314624,0.021294051105722654,0.011148442272449603,0.375,0.0,0.15118130293574478,0.06981008513425016,0.015632103514600454,0.0036319612590799038,0.10542614783896592,0.0284520077623526,0.384615384615385,Trojan_Spy,smforw
