Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadData,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_WebView_android.webkit.WebView_postUrl,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_FileIO_android.content.ContextWrapper_deleteFile,API_Database_android.content.ContextWrapper_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertOrThrow,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_stopService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getBSSID,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_DeviceInfo_android.os.Debug_isDebuggerConnected,API_Network_java.net.URL_openConnection,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResources,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_insert,API_DeviceData_android.content.ContentResolver_delete,API_DeviceData_android.accounts.AccountManager_getAccounts,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_error,Logcat_verbose,Logcat_debug,Logcat_warning,Logcat_info,Logcat_total,Process_total,Category,Family
0.04641960209225142,0.0038478355924792306,0.1404270720231633,0.04484624689628828,0.0648671380135096,0.0037144036318613287,0.008924303753047876,0.005749282929590361,0.06160052333187964,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.05128205128205132,0.0,0.017543859649122806,0.0,0.0,0.0,0.02702702702702703,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019443904335990667,0.000995925758261657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006944444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.20000000000000007,0.0,0.0,0.05567237408631221,0.08289094494160473,0.07215619694397285,0.09642375168690957,0.022786407001498088,0.2666666666666675,PUA,secapk
0.15706728571343756,0.062177525142107566,0.28917842924357584,0.13143184567390334,0.40765369148684527,0.16120511762278167,0.14799823329037567,0.12104657300762545,0.32637374618403836,0.052294557097118465,0.0975609756097561,0.1388888888888889,0.058823529411764705,0.0,0.13402061855670103,0.23076923076923073,0.030303030303030304,0.06432748538011696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031914893617021274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.005008347245409015,0.0,0.0,0.006535947712418301,0.006688963210702341,0.3225806451612903,0.11111111111111112,0.0,0.0,0.0,0.0,0.11904761904761904,0.07692307692307693,0.05494505494505495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032626427406199023,0.20833333333333331,0.02702702702702703,0.725749786697005,0.7261015343124749,0.7199859871740234,0.7194805194805195,0.4,0.25,0.08025308025308026,0.06413337338540101,0.2837099954497194,0.01345174350267729,0.19534412955465588,0.22269967673263424,0.4666666666666668,PUA,utchi
0.2747920513444675,0.08369042413642326,0.18747737965979006,0.257439358247915,0.1765185165716088,0.15749071399092032,0.12846157104048306,0.10606918218994257,0.27872873964238987,0.11953041622198507,0.29268292682926833,0.2222222222222222,0.1764705882352941,0.0,0.2577319587628866,0.41025641025641024,0.33333333333333337,0.2046783625730994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06060606060606061,0.028629856850715747,0.0,0.0,0.0,0.07648183556405354,0.0,0.004739336492890996,0.004739336492890996,0.0,0.002962962962962963,0.0,0.0,0.0333889816360601,0.0,0.0,0.016,0.0,0.0033783783783783786,0.0033783783783783786,0.0625,0.125,0.0,0.01001669449081803,0.06358156717868949,0.059574468085106386,0.006535947712418301,0.006688963210702341,0.0,0.022222222222222223,0.007142857142857143,0.0,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.05546492659053834,0.0,0.02702702702702703,5.3791793432616834e-06,7.288895367906994e-05,0.0007239362780775431,0.00017954395834580167,0.6,0.0,0.16878359735502593,0.034695103634725145,0.1861064765660549,0.031147969178529453,0.11133603238866395,0.18374990144287628,0.8000000000000007,PUA,youmi
0.23637572655865016,0.06252732837778749,0.28230184581976114,0.20887502387470555,0.45157305438010886,0.19083780437474204,0.15240895697578036,0.12482430979985626,0.33373310074138685,0.20704375667022412,0.12195121951219512,0.27777777777777773,0.23529411764705882,0.0,0.15463917525773194,0.4358974358974359,0.06060606060606061,0.09941520467836257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12987012987012989,0.14102564102564102,0.0,0.0,0.31818181818181823,0.05998636673483299,0.0,0.0,0.0,0.07265774378585085,0.022988505747126436,0.018957345971563982,0.037914691943127965,0.08641975308641976,0.056296296296296296,0.0,0.0,0.06176961602671119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004,0.0,0.0,0.0035971223021582736,0.0033499320959710275,0.11764705882352941,0.006688963210702341,0.06451612903225806,0.0,0.007142857142857143,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07432432432432433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.05872756933115824,0.0,0.02702702702702703,0.0,0.0,0.0004300611552935899,0.00028727033335328265,0.4,0.0,0.017268445839874413,0.06523480524682088,0.23714545730320036,0.17944364633668541,0.12071524966261808,0.20377670898052513,0.4666666666666668,PUA,youmi
0.5251646074653715,0.5071272409269786,0.24828085414404633,0.46510473037499206,0.21176439666727995,0.5087907552620717,0.2422570320488386,0.21274890769984164,0.3896096816397733,0.0512273212379936,0.07317073170731708,0.16666666666666663,0.11764705882352941,0.4,0.29896907216494845,0.4358974358974359,0.12121212121212122,0.1871345029239766,0.3333333333333333,0.0,0.1,0.0,0.0,0.09210526315789473,0.0,0.0,0.18181818181818182,0.0,0.010638297872340425,0.0,0.0,0.0,0.0,0.08585858585858587,0.27675528289025225,0.020100502512562814,0.0,0.0037971250339029023,0.47227533460803056,0.0019157088122605363,0.25829383886255924,0.25829383886255924,0.20164609053497945,0.23407407407407407,0.019108280254777073,0.0006899724011039559,0.20701168614357263,0.0,0.0,0.04,0.0,0.07094594594594594,0.03547297297297297,0.25,0.125,0.0016666666666666668,0.015025041736227046,0.09790005833171302,0.09198732458125848,0.006535947712418301,0.006688963210702341,0.0,0.0,0.007142857142857143,0.0,0.012658227848101266,0.0,0.0,0.0,0.06593406593406594,0.0,0.006756756756756757,0.0,0.00558659217877095,0.0,0.013888888888888888,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.22512234910277326,0.0,0.02702702702702703,0.0007063965899106336,0.001518519868313957,0.009911416361616923,0.003363456819678018,0.20000000000000007,0.0,0.0161743018885876,0.07825172724541904,0.18982253905657515,0.07744547472900615,0.21160593792172738,0.18004415359142162,0.4666666666666668,PUA,youmi
0.1957626565180994,0.08456493222562309,0.24683315237061165,0.1657222894250971,0.4981733119562647,0.12670243499793643,0.15125938564487926,0.13058631238194573,0.27398604448320973,0.1360725720384205,0.17073170731707318,0.16666666666666663,0.11764705882352941,0.0,0.27835051546391754,0.4871794871794871,0.09090909090909091,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28571428571428575,0.2948717948717949,0.0,0.0,0.005050505050505051,0.010224948875255624,0.0007178750897343862,0.0,0.00013561160835367508,0.015296367112810707,0.0,0.008293838862559242,0.016587677725118485,0.0,0.01037037037037037,0.0,0.0,0.01335559265442404,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.07500000000000001,0.0,0.0,0.005638732257437293,0.005251244907197827,0.006535947712418301,0.006688963210702341,0.0,0.0,0.007142857142857143,0.0,0.0,0.0,0.0,0.015384615384615385,0.0,0.0,0.15540540540540543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073937153419593345,0.015,0.0,0.0,0.0,0.021207177814029365,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.4,0.0,0.08282193996479711,0.19485330930209274,0.24480509631427272,0.016324931435287973,0.0923076923076923,0.24907356303713635,0.6666666666666661,PUA,youmi
0.3456014629135967,0.6494097070397901,0.25370973579442635,0.2548163239320049,0.3659158409335822,0.6509286009079653,0.20155010618408872,0.17447547333006863,0.35090492804186657,0.0528281750266809,0.024390243902439025,0.1388888888888889,0.08823529411764705,0.4,0.3402061855670103,0.4358974358974359,0.13636363636363638,0.19883040935672514,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.1907894736842105,0.0,0.0,0.18181818181818182,0.0,0.031914893617021274,0.025974025974025976,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11486486486486487,0.05912162162162163,0.0,0.05,0.0,0.0,0.0320824421543846,0.016930737890448168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05494505494505495,0.0,0.08108108108108109,0.0,0.0,0.0,0.013888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.011419249592169658,0.0,0.02702702702702703,0.006666570404643162,0.009724601236682581,0.04439545198382134,0.01717637201508169,0.20000000000000007,0.0,0.03206317492031778,0.0706918994693101,0.16434096769300774,0.06902181010839756,0.1748987854251012,0.14748087991800046,0.6666666666666661,PUA,scamapp
0.32660555360948995,0.6563183209444687,0.3431053203040174,0.23417584516457632,0.4117276000735932,0.6480396203054065,0.18764029308018562,0.1686753117904819,0.27529437418229397,0.0528281750266809,0.024390243902439025,0.1388888888888889,0.08823529411764705,0.4,0.3505154639175258,0.3846153846153846,0.13636363636363638,0.21052631578947367,0.2222222222222222,0.0,0.16666666666666666,0.0,0.0,0.1907894736842105,0.0,0.0,0.18181818181818182,0.0,0.031914893617021274,0.025974025974025976,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10810810810810811,0.05236486486486487,0.0,0.125,0.0,0.0,0.029554734590705813,0.01575373472159348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05494505494505495,0.0,0.08108108108108109,0.0,0.0,0.0,0.013888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.011419249592169658,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.20000000000000007,0.0,0.045621045621045624,0.17713026935015522,0.10253298953435461,0.16442470941622048,0.07591093117408906,0.21016321059686194,0.4666666666666668,PUA,scamapp
0.06811988291941506,0.08771316134674245,0.2327180600796236,0.03839052651683963,0.2437248666123479,0.082955014444903,0.009650348804143297,0.004858907254653801,0.07577409507195815,0.0,0.0,0.0,0.0,0.0,0.0,0.05128205128205132,0.06060606060606061,0.011695906432748537,0.0,0.0,0.0,0.7567567567567568,0.7567567567567568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7567567567567568,0.0,0.0,0.0,0.0,0.20000000000000007,0.0,0.06422149279292136,0.18679283067988386,0.21697254664037616,0.6701710852814419,0.07543859649122807,0.597729243869747,0.2666666666666675,PUA,secapk
1.0,0.3644949715784871,0.22511762576909156,0.9999999999999999,0.1939443320104082,0.3966983078827899,0.37323555926645247,0.30249241590719744,0.8004797208896642,0.47171824973319104,0.07317073170731708,0.1388888888888889,0.08823529411764705,0.4,0.5154639175257731,0.6666666666666666,0.31818181818181823,0.4619883040935672,1.0,0.05454545454545454,0.06666666666666667,0.0,0.0,0.03289473684210526,0.0,0.0,0.06060606060606061,0.0,0.031914893617021274,0.0,0.038461538461538464,0.01282051282051282,0.0,0.16666666666666669,0.12065439672801637,0.021536252692031587,1.0,0.9951179820992677,0.0038240917782026767,0.0,0.08649289099526067,0.17298578199052134,0.4156378600823046,0.2577777777777778,0.0,0.0,0.00333889816360601,0.0007535795026375283,0.0,0.028,0.0,0.19256756756756757,0.14020270270270271,0.125,0.1,0.0016666666666666668,0.005008347245409015,0.08069220299436126,0.06038931643277501,0.006535947712418301,0.0,0.0,0.044444444444444446,0.02142857142857143,0.0,0.0,0.0,0.0,0.0,0.04395604395604396,0.0,0.6756756756756757,0.6413793103448275,0.0,0.0,0.013888888888888888,0.0,0.0031496062992125984,0.325,0.325,0.0,0.0,0.0,0.23844731977818853,0.2775,0.0,0.9615384615384616,0.0,0.026101141924959218,0.0,0.02702702702702703,0.030486365310499978,0.044881373227887315,0.24333935319399552,0.06681429169908433,0.8000000000000002,0.0,0.032158317872603585,0.08981676179032744,0.3200364022448051,0.06967480736580907,0.17307692307692307,0.2428841756682173,0.6666666666666661,PUA,cauly
