Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadData,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_Database_android.content.ContextWrapper_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertOrThrow,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_stopService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getIpAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getNetworkId,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_DeviceInfo_android.os.Debug_isDebuggerConnected,API_Network_java.net.URL_openConnection,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_SMS_android.telephony.SmsManager_sendTextMessage,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_delete,API_DeviceData_android.accounts.AccountManager_getAccountsByType,API_DeviceData_android.accounts.AccountManager_getAccounts,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_error,Logcat_warning,Logcat_info,Logcat_debug,Logcat_verbose,Logcat_total,Process_total,Category,Family
0.4108335798931747,0.389677173602514,0.187769784172662,0.2911420045127011,0.8461926374180535,0.39527242858446654,0.2620565492001653,0.23655791376867066,0.3257880744398025,1.0,0.631578947368421,0.12903225806451613,0.16666666666666666,0.4,0.23636363636363633,0.3846153846153846,0.19444444444444442,0.4242424242424242,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.016666666666666666,0.15833333333333333,0.0,0.0,0.375,0.09803921568627451,0.17073170731707318,0.17073170731707318,0.35000000000000003,0.30434782608695654,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.03932584269662921,0.038348082595870206,0.02197802197802198,0.3076923076923077,0.06060606060606061,0.0,0.005917159763313609,0.005952380952380952,0.02197802197802198,0.0,0.027777777777777776,0.11764705882352941,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.015503875968992248,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10077519379844961,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.8000000000000002,0.0,0.04630723781388478,0.15759048257372654,0.32429845030814336,0.19281888514183693,0.018999366687777075,0.33534421575585527,0.2941176470588225,Trojan_Banker,minimob
0.023389445162495914,0.08532520712313113,0.5158273381294967,7.278550112815863e-05,0.04370482434022516,0.08186547412612942,0.014712826869724333,6.515400778590863e-05,0.15548803646031145,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102566,0.027777777777777776,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1470457902511078,0.42912198391420914,0.0018548435349727754,0.13932420815975666,0.11336288790373655,0.30746223258643424,0.35294117647058876,Trojan_Banker,marcher
0.48810283881215255,0.5485191886487001,0.22661870503597137,0.3257515102991484,0.5796772566817951,0.5566304645432143,0.42603742400094446,0.39313928298014433,0.4396505886821117,0.7205882352941176,0.05263157894736842,0.03225806451612903,0.0,0.4,0.19999999999999998,0.3076923076923077,0.36111111111111105,0.9090909090909091,0.4,0.0,0.0,0.0,0.0,0.12903225806451613,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20833333333333331,0.0,0.07303370786516854,0.07374631268436578,0.26373626373626374,0.0,0.0,0.0,0.0,0.0,0.27472527472527475,0.0,0.0,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.24390243902439027,0.18604651162790697,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.23255813953488372,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.20000000000000007,0.25,0.11166912850812406,0.2195040214477212,0.006641536528450906,0.17952787145407656,0.05889803673210893,0.16070161208557235,0.35294117647058876,Trojan_Banker,svpeng
0.5174252923680646,0.9693362536901247,0.5424460431654676,0.16314870077880483,0.8456883509833586,0.9645888473122204,0.2440086181453279,0.2326812503054094,0.25096847702240793,0.08333333333333333,0.10526315789473684,0.03225806451612903,0.03333333333333333,0.4,0.24545454545454543,0.23076923076923073,0.19444444444444442,0.4242424242424242,0.4,0.0,0.05263157894736842,0.0,0.0,0.09677419354838711,0.0,0.0,0.3333333333333333,0.29411764705882354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013888888888888888,0.0,0.2808988764044944,0.28023598820059,0.01098901098901099,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.29032258064516125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06201550387596899,0.0,0.0,0.0,0.0,0.29411764705882354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07680491551459294,0.0,0.0,0.0,0.13953488372093023,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.20000000000000007,0.0,0.17511078286558343,0.011896782841823057,0.13504457607850176,0.0427163922502149,0.495792997376278,0.3273344824090034,0.35294117647058876,Trojan_Banker,faketoken
0.09168133048881139,0.026664127225978478,0.09208633093525176,0.10262755659072714,0.14548663640948045,0.025554440083964586,0.09205477834838557,0.11532259378104995,0.016103304215723507,0.029411764705882353,0.0,0.12903225806451613,0.06666666666666667,0.0,0.09090909090909091,0.20512820512820507,0.08333333333333333,0.1818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3055555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0015360983102918587,0.0,0.0,0.0,0.10852713178294573,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.5,0.03840472673559822,0.25988605898123324,0.14443846107820257,0.1616081465317728,0.0016285171446666063,0.2057690357903275,0.47058823529411775,Trojan_Banker,zitmo
0.4448121214008752,0.1797924007237406,0.0,0.41960841400393045,0.36459909228441756,0.18143652459614856,0.3320051944985538,0.29421921065919565,0.4169388530193695,0.5147058823529411,0.10526315789473684,0.0,0.03333333333333333,0.8000000000000002,0.24545454545454543,0.28205128205128205,0.4722222222222222,0.5454545454545454,0.4,0.0,0.0,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.058333333333333334,0.0,0.3333333333333333,0.5,0.0392156862745098,0.24390243902439024,0.12195121951219512,0.0,0.10869565217391304,0.0,0.0,0.058823529411764705,0.0,0.0,0.027777777777777776,0.0,0.033707865168539325,0.032448377581120944,0.09890109890109891,0.5384615384615385,0.030303030303030304,0.0,0.0029585798816568047,0.002976190476190476,0.01098901098901099,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007751937984496124,0.0,0.025974025974025976,0.0,0.0,0.058823529411764705,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015360983102918587,0.0,0.0,0.0,0.08527131782945736,0.16666666666666666,0.03333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.43729689807976363,0.004691689008042896,0.1503021599952133,0.027243271837598358,0.30878494526372935,0.3992193044712563,0.35294117647058876,Trojan_Banker,minimob
0.5147001572792251,0.9724788115417579,0.5294964028776978,0.16525948031152193,0.7934106572533197,0.9671442913206169,0.2436544477893867,0.2349127750720766,0.238739080896316,0.08333333333333333,0.10526315789473684,0.03225806451612903,0.03333333333333333,0.4,0.2727272727272727,0.3076923076923077,0.19444444444444442,0.4242424242424242,0.8,0.0,0.05263157894736842,0.0,0.0,0.12365591397849464,0.0,0.0,0.41666666666666663,0.5294117647058824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5056179775280899,0.504424778761062,0.01098901098901099,0.0,0.0,0.0,0.0,0.0,0.0,0.3225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07751937984496124,0.0,0.0,0.0,0.0,0.5294117647058824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1382488479262673,0.0,0.0,0.0,0.21705426356589147,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1726735598227474,0.06367292225201072,0.4842338299527314,0.007472062421477219,0.21858319008414007,0.4704957923552672,0.2941176470588225,Trojan_Banker,faketoken
0.4733637510316583,0.8473478716312732,0.5338129496402879,0.16074677924157504,0.9361237182719784,0.8501414620790362,0.24362493359305828,0.23619956672584821,0.2325864033421952,0.08333333333333333,0.10526315789473684,0.03225806451612903,0.03333333333333333,0.4,0.2727272727272727,0.28205128205128205,0.19444444444444442,0.4242424242424242,0.6000000000000001,0.0,0.05263157894736842,0.0,0.0,0.10752688172043012,0.0,0.0,0.375,0.47058823529411764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.449438202247191,0.44837758112094395,0.01098901098901099,0.0,0.0,0.0,0.0,0.0,0.0,0.29032258064516125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06976744186046512,0.0,0.0,0.0,0.0,0.47058823529411764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1228878648233487,0.0,0.0,0.0,0.1937984496124031,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.01189069423929099,0.2043398123324397,0.13683958595105605,0.5766051709316935,0.057359992762146025,0.49690763459393694,0.235294117647058,Trojan_Banker,faketoken
0.5122397495990159,0.9786686982192172,0.5597122302158275,0.16129267050003637,0.6783493024037652,0.9738066989139362,0.2436544477893867,0.22958643493557898,0.26357766805924804,0.08333333333333333,0.10526315789473684,0.03225806451612903,0.03333333333333333,0.4,0.2909090909090909,0.28205128205128205,0.19444444444444442,0.3939393939393939,0.8,0.0,0.05263157894736842,0.0,0.0,0.15053763440860216,0.0,0.0,0.5416666666666666,0.7058823529411764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6741573033707865,0.6725663716814159,0.01098901098901099,0.0,0.0,0.0,0.0,0.0,0.0,0.4193548387096774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10077519379844961,0.0,0.0,0.0,0.0,0.7058823529411764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18433179723502305,0.0,0.0,0.0,0.2868217054263566,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.01691285081240768,0.2423760053619303,0.22904325973792855,0.04549361899094095,0.16438975843662354,0.25428368650512023,0.235294117647058,Trojan_Banker,faketoken
0.6443465126056963,0.5640415198552519,0.1762589928057554,0.4999272144988718,0.45133635905194147,0.5684037601533266,0.46999881943214694,0.39341618751323437,0.664641093809343,0.35049019607843135,0.2631578947368421,0.0967741935483871,0.13333333333333333,0.4,0.2818181818181818,0.33333333333333326,0.2222222222222222,0.4696969696969697,0.4,0.0,0.10526315789473684,0.07692307692307693,0.07142857142857142,0.0,0.0,0.3157894736842105,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.39166666666666666,0.0,0.0,0.0,0.7843137254901961,0.17073170731707318,0.17073170731707318,0.0,0.15217391304347827,1.0,1.0,0.7843137254901961,0.0,0.0,0.027777777777777776,0.0,0.05337078651685393,0.05604719764011799,0.02197802197802198,0.07692307692307693,0.030303030303030304,0.0,0.011834319526627219,0.01488095238095238,0.01098901098901099,0.03225806451612903,0.0,0.3529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07751937984496124,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.125,0.3157894736842105,0.3157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3565891472868217,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.04187592319054653,0.31459450402144773,0.18237300305151677,0.12821530119685248,0.027956210983443412,0.2625468924262395,0.235294117647058,Trojan_Banker,minimob
