Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadData,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_WebView_android.webkit.WebView_evaluateJavascript,API_WebView_android.webkit.WebView_setWebContentsDebuggingEnabled,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_FileIO_android.content.ContextWrapper_deleteFile,API_Database_android.content.ContextWrapper_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertOrThrow,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_stopService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getBSSID,API_DeviceInfo_android.net.wifi.WifiInfo_getIpAddress,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceSoftwareVersion,API_DeviceInfo_android.os.Debug_isDebuggerConnected,API_Network_java.net.URL_openConnection,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResources,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexFile_loadDex,API_DexClassLoader_dalvik.system.DexFile_loadClass,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_insert,API_DeviceData_android.content.ContentResolver_delete,API_DeviceData_android.accounts.AccountManager_getAccountsByType,API_DeviceData_android.accounts.AccountManager_getAccounts,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_warning,Logcat_error,Logcat_info,Logcat_debug,Logcat_verbose,Logcat_total,Process_total,Category,Family
0.49954661467461997,0.19318048206937094,0.5167832167832167,0.44348516184887693,0.4159890046959111,0.19179235893116914,0.5754889211223928,0.5975814136899872,0.1944060840643417,0.4362089914945322,0.3214285714285714,0.17857142857142855,0.04,0.75,0.5875,0.6969696969696971,0.11965811965811968,0.03458925262507721,0.8,0.3913043478260869,0.21739130434782608,0.0,0.0,0.09090909090909091,0.0,0.07142857142857142,0.23809523809523808,0.7375,0.0,0.001545595054095827,0.0,0.0,0.0,0.0,0.0,0.009478672985781991,0.06,0.0,0.057692307692307696,0.006711409395973154,0.2,0.0,0.0,0.003663003663003663,0.0034482758620689655,0.0,0.0,0.006711409395973154,0.0,0.0,0.0038461538461538464,0.0,0.08189655172413793,0.05827505827505827,0.043478260869565216,0.008695652173913044,0.0576271186440678,0.057692307692307696,0.022604790419161677,0.024796687122686227,0.005089058524173028,0.0,0.0,0.03954802259887005,0.013157894736842105,0.0,0.041666666666666664,0.0,0.0,0.06666666666666667,0.0,0.1320754716981132,0.0,0.0,0.030627871362940276,0.045871559633027525,0.031578947368421054,0.0,0.019736842105263157,0.0,0.0,0.041666666666666664,0.1581920903954802,0.055319148936170216,0.05547652916073969,0.0,0.0,0.0,0.05305039787798408,0.07100591715976332,0.0,0.0,0.0,0.0,0.025889967637540454,0.0,0.02631578947368421,0.0094990946848976,0.021509188678130356,0.057791758621825486,0.03773584905660377,0.5,0.1,0.10842085403433746,0.04153253802941362,0.1599805198758142,0.16807420739304998,0.002782137252104437,0.1315743869682003,0.6500000000000004,Backdoor,hiddad
0.13715702776224648,0.0498530276308054,0.6062937062937062,0.12697801933528932,0.4742870232504868,0.04880943266212388,0.11895413394688141,0.11424205579836352,0.05644486802948671,0.004860267314702308,0.03571428571428571,0.14285714285714285,0.04,0.0,0.0875,0.18181818181818188,0.025641025641025644,0.0061766522544780735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005151983513652756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.5057692307692307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020059880239520957,0.006685625904305743,0.0,0.0,0.0,0.0,0.0,0.17045454545454547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08421052631578947,0.0,0.0,0.16129032258064516,0.6979301423027168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016181229773462785,0.0,0.13157894736842105,0.0,0.0,0.0,0.0,0.0,0.1,0.03666436073202943,0.5156851606387679,0.17708650392646252,0.0012460196594212937,0.11570837494649736,0.38393553418247983,0.45000000000000107,Backdoor,fobus
0.1704178387570579,0.036174799137762094,0.5622377622377621,0.15052186042037421,0.5608368648112092,0.07491769389786386,0.2631045866053119,0.2723045578521902,0.09355610448719195,0.23450789793438637,0.3571428571428571,0.2142857142857143,0.16,0.0,0.2625,0.5151515151515152,0.06837606837606838,0.01852995676343422,0.0,0.0,0.0,0.09859154929577466,0.09859154929577466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004098360655737705,0.0,0.14285714285714285,0.0,0.3157894736842105,0.05687203791469195,0.0,0.0,0.0,0.053691275167785234,0.0,0.0,0.0,0.05860805860805861,0.05517241379310345,0.0,0.0,0.053691275167785234,0.0684931506849315,0.0,0.0,0.0,0.008620689655172414,0.009324009324009324,0.0,0.008695652173913044,0.0,0.0,0.0036676646706586824,0.0029935638377488402,0.10941475826972011,0.09666666666666668,0.0,0.0,0.02631578947368421,0.0,0.10416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004594180704441042,0.01834862385321101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00851063829787234,0.008534850640113799,0.0,0.0,0.0,0.0,0.005917159763313609,0.0,0.0,0.0,0.0,0.05177993527508091,0.0,0.02631578947368421,4.753657507977998e-05,0.0007090941322460556,0.00705172546306971,0.0013163668275559457,0.25,0.0,0.19281806175712218,0.1629741841822887,0.000730504656967188,0.17762702478194656,0.055072050221144246,0.1974698899575427,0.45000000000000107,Backdoor,hiddad
0.10212902795924457,0.03354889280815206,0.6538461538461537,0.09514934346592276,0.3290955598824113,0.03403261618559069,0.09865953083579253,0.041306562387039544,0.11121700737167642,0.018226002430133656,0.03571428571428571,0.17857142857142855,0.04,0.0,0.1,0.18181818181818188,0.03418803418803419,0.008029647930821495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023076923076923078,0.0,0.008620689655172414,0.009324009324009324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023668639053254437,0.0,0.0,0.0,0.0,0.042071197411003236,0.0,0.10526315789473684,0.0,0.0,0.0020586975855594715,0.0027424308907415536,0.0,0.1,0.08842211181686686,0.05302026131414505,0.19833201436659156,0.10902672019936316,0.0037808531887573125,0.11662767524477949,0.45000000000000107,Backdoor,androrat
0.1312499818935573,0.04648246129727611,0.5937062937062936,0.12234861238035688,0.49173443286374224,0.04551718857667866,0.08999399789926475,0.11079162695935069,0.015482465524283742,0.004860267314702308,0.03571428571428571,0.14285714285714285,0.04,0.0,0.0875,0.18181818181818188,0.025641025641025644,0.0061766522544780735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005151983513652756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.44230769230769235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016766467065868262,0.005587985830464501,0.0,0.0,0.0,0.0,0.0,0.17045454545454547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06315789473684211,0.0,0.0,0.16129032258064516,0.6966364812419147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016181229773462785,0.0,0.13157894736842105,0.0009105597480070532,0.004254564793476334,0.013026065856363296,0.008556384379113647,0.0,0.1,0.003207345449971699,0.24465063434955503,0.03792536677421318,0.6785269278693065,0.13018975602796404,0.5084914652109869,0.5000000000000018,Backdoor,fobus
0.09651747923553149,0.027356456986086616,0.8944055944055944,0.09395892453465442,0.35841637078608785,0.026797335579205266,0.09063172110238583,0.02472807334625876,0.11835527979304844,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.030303030303030387,0.05982905982905984,0.0018529956763434219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5161290322580645,0.07244501940491592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05177993527508091,0.0,0.42105263157894735,0.0,0.0,0.0,0.0,0.0,0.0,0.2863341928180617,0.0011992678154389954,0.11408047726304255,0.18925654160321195,0.08888571836210586,0.25933627935187586,0.5000000000000018,Backdoor,<unknown>
0.10493914786735074,0.06521653929061336,0.7188811188811188,0.08920927324323025,0.3548276257015233,0.06381594058647883,0.126869404291502,0.12700864250271107,0.053644019994942914,0.019441069258809233,0.03571428571428571,0.17857142857142855,0.04,0.0,0.0875,0.24242424242424243,0.025641025641025644,0.006794317479925881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2602739726027397,0.0,0.11153846153846154,0.0,0.0,0.0,0.6304347826086957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04519774011299435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03389830508474576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22977346278317154,0.0,0.47368421052631576,1.220031034911411e-05,0.00047272942149737045,0.0033048958573514715,0.0018648530057042564,0.25,0.1,0.0007546695176403996,0.31427128700372403,0.08206002313264746,0.03308874428907656,0.09580539306605793,0.1611645438003639,0.45000000000000107,Backdoor,<unknown>
0.10513904299483458,0.05420340975896531,0.7132867132867133,0.09094079168871146,0.34180888023517736,0.05363295306638083,0.09905967088480967,0.10609247149288556,0.03514675276680995,0.018226002430133656,0.03571428571428571,0.17857142857142855,0.04,0.0,0.1375,0.2727272727272728,0.03418803418803419,0.008029647930821495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12307692307692308,0.0,0.021551724137931036,0.023310023310023312,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1301775147928994,0.0,0.0,0.0,0.0,0.16828478964401294,0.0,0.2631578947368421,0.0,0.0,0.0,0.0,0.25,0.1,0.019747185711590464,0.2690147068105788,0.1840871735557314,0.23584383220268587,0.04686831217006706,0.31297114634780343,0.8000000000000007,Backdoor,androrat
0.10206819031174948,0.04369978444052518,0.744055944055944,0.09132557356548507,0.433780017561944,0.04279917311078785,0.12645675986595306,0.12957181821169203,0.049967906949604186,0.0741190765492102,0.14285714285714285,0.17857142857142855,0.08,0.0,0.1625,0.21212121212121215,0.025641025641025644,0.006794317479925881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.043478260869565216,0.0782608695652174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004594180704441042,0.0,0.0,0.0,0.08552631578947367,0.2096774193548387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18446601941747573,0.0,0.3421052631578947,8.112462460798134e-05,0.0007090941322460556,0.00210398893244178,0.001645458534444932,0.0,0.0,0.0010691151499905658,0.039891434703023414,0.31009922688257135,0.16578983801744426,0.2528891425310315,0.31379429858764407,0.45000000000000107,Backdoor,hiddad
0.2865453197018376,0.09327846364883402,0.5293706293706293,0.2618440671444375,0.531783300881915,0.09187657912870377,0.285900065022758,0.2843810587887352,0.11471806741485616,0.08262454434993924,0.03571428571428571,0.25,0.08,0.625,0.23750000000000002,0.4545454545454545,0.13675213675213677,0.03829524397776406,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18720379146919433,0.0,0.0,0.0,0.3422818791946309,0.0,0.11715481171548116,0.0989399293286219,0.0,0.09655172413793103,0.0,0.0,0.4966442953020134,0.0,0.0,0.009615384615384616,1.0,0.06465517241379311,0.06643356643356643,0.0,0.008695652173913044,0.0576271186440678,0.057692307692307696,0.0025449101796407186,0.01606545926258544,0.0,0.0,0.0,0.04519774011299435,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.031578947368421054,0.0,0.013157894736842105,0.0,0.0,0.041666666666666664,0.12994350282485875,0.04822695035460993,0.04836415362731152,0.0,0.0,0.0,0.0636604774535809,0.0,0.0,0.0,0.0,0.02158273381294964,0.18446601941747573,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.2,0.1777875605307842,0.03862904752887711,0.121750776161198,0.6102035165443722,0.0014980739049793128,0.42608959362273624,0.6500000000000004,Backdoor,mobby
